Filename,Predictions,Calories per 100 g
ice-cream/ice_cream.939.jpg,cheese cake,321 cal
waffle/waffle.929.jpg,cheese cake,321 cal
gyoza/gyoza.842.jpg,cheese cake,321 cal
french fries/french_fries.841.jpg,cheese cake,321 cal
waffle/waffle.720.jpg,cheese cake,321 cal
waffle/waffle.971.jpg,cheese cake,321 cal
fried rice/fried_rice.928.jpg,cheese cake,321 cal
waffle/waffle.749.jpg,cheese cake,321 cal
scallops/scallops.850.jpg,cheese cake,321 cal
scallops/scallops.965.jpg,cheese cake,321 cal
scallops/scallops.705.jpg,cheese cake,321 cal
fried rice/fried_rice.755.jpg,cheese cake,321 cal
donuts/donuts.916.jpg,cheese cake,321 cal
waffle/waffle.770.jpg,cheese cake,321 cal
waffle/waffle.951.jpg,cheese cake,321 cal
fried rice/fried_rice.871.jpg,cheese cake,321 cal
fried rice/fried_rice.881.jpg,cheese cake,321 cal
donuts/donuts.979.jpg,cheese cake,321 cal
gyoza/gyoza.846.jpg,cheese cake,321 cal
waffle/waffle.740.jpg,cheese cake,321 cal
cheese cake/cheesecake.824.jpg,cheese cake,321 cal
gyoza/gyoza.721.jpg,cheese cake,321 cal
donuts/donuts.927.jpg,cheese cake,321 cal
waffle/waffle.715.jpg,cheese cake,321 cal
ice-cream/ice_cream.848.jpg,cheese cake,321 cal
donuts/donuts.852.jpg,cheese cake,321 cal
scallops/scallops.791.jpg,cheese cake,321 cal
fried rice/fried_rice.969.jpg,cheese cake,321 cal
cheese cake/cheesecake.832.jpg,cheese cake,321 cal
scallops/scallops.764.jpg,cheese cake,321 cal
french fries/french_fries.989.jpg,cheese cake,321 cal
ice-cream/ice_cream.799.jpg,cheese cake,321 cal
gyoza/gyoza.796.jpg,cheese cake,321 cal
fried rice/fried_rice.910.jpg,cheese cake,321 cal
oyster/oysters.980.jpg,cheese cake,321 cal
ice-cream/ice_cream.979.jpg,cheese cake,321 cal
scallops/scallops.881.jpg,cheese cake,321 cal
oyster/oysters.709.jpg,cheese cake,321 cal
waffle/waffle.758.jpg,cheese cake,321 cal
chicken wings/chicken_wings.970.jpg,cheese cake,321 cal
cheese cake/cheesecake.788.jpg,cheese cake,321 cal
ice-cream/ice_cream.986.jpg,cheese cake,321 cal
cheese cake/cheesecake.949.jpg,cheese cake,321 cal
donuts/donuts.863.jpg,cheese cake,321 cal
waffle/waffle.863.jpg,cheese cake,321 cal
waffle/waffle.924.jpg,cheese cake,321 cal
cheese cake/cheesecake.836.jpg,cheese cake,321 cal
fried rice/fried_rice.769.jpg,cheese cake,321 cal
oyster/oysters.796.jpg,cheese cake,321 cal
oyster/oysters.779.jpg,cheese cake,321 cal
gyoza/gyoza.760.jpg,cheese cake,321 cal
oyster/oysters.961.jpg,cheese cake,321 cal
oyster/oysters.981.jpg,cheese cake,321 cal
cheese cake/cheesecake.755.jpg,cheese cake,321 cal
waffle/waffle.783.jpg,cheese cake,321 cal
donuts/donuts.945.jpg,cheese cake,321 cal
chicken wings/chicken_wings.717.jpg,cheese cake,321 cal
waffle/waffle.819.jpg,cheese cake,321 cal
waffle/waffle.888.jpg,cheese cake,321 cal
oyster/oysters.865.jpg,cheese cake,321 cal
gyoza/gyoza.812.jpg,cheese cake,321 cal
fried rice/fried_rice.806.jpg,cheese cake,321 cal
waffle/waffle.774.jpg,cheese cake,321 cal
french fries/french_fries.831.jpg,cheese cake,321 cal
french fries/french_fries.981.jpg,cheese cake,321 cal
donuts/donuts.913.jpg,cheese cake,321 cal
french fries/french_fries.704.jpg,cheese cake,321 cal
waffle/waffle.826.jpg,cheese cake,321 cal
donuts/donuts.972.jpg,cheese cake,321 cal
ice-cream/ice_cream.813.jpg,cheese cake,321 cal
scallops/scallops.747.jpg,cheese cake,321 cal
oyster/oysters.916.jpg,cheese cake,321 cal
scallops/scallops.755.jpg,cheese cake,321 cal
french fries/french_fries.918.jpg,cheese cake,321 cal
donuts/donuts.999.jpg,cheese cake,321 cal
donuts/donuts.834.jpg,cheese cake,321 cal
french fries/french_fries.806.jpg,cheese cake,321 cal
chicken wings/chicken_wings.911.jpg,cheese cake,321 cal
cheese cake/cheesecake.839.jpg,cheese cake,321 cal
chicken wings/chicken_wings.964.jpg,cheese cake,321 cal
waffle/waffle.737.jpg,cheese cake,321 cal
donuts/donuts.950.jpg,cheese cake,321 cal
gyoza/gyoza.938.jpg,cheese cake,321 cal
cheese cake/cheesecake.715.jpg,cheese cake,321 cal
fried rice/fried_rice.943.jpg,cheese cake,321 cal
gyoza/gyoza.779.jpg,cheese cake,321 cal
fried rice/fried_rice.925.jpg,cheese cake,321 cal
oyster/oysters.942.jpg,cheese cake,321 cal
scallops/scallops.890.jpg,cheese cake,321 cal
waffle/waffle.947.jpg,cheese cake,321 cal
oyster/oysters.917.jpg,cheese cake,321 cal
ice-cream/ice_cream.748.jpg,cheese cake,321 cal
chicken wings/chicken_wings.726.jpg,cheese cake,321 cal
oyster/oysters.761.jpg,cheese cake,321 cal
waffle/waffle.705.jpg,cheese cake,321 cal
scallops/scallops.839.jpg,cheese cake,321 cal
chicken wings/chicken_wings.961.jpg,cheese cake,321 cal
waffle/waffle.970.jpg,cheese cake,321 cal
fried rice/fried_rice.988.jpg,cheese cake,321 cal
oyster/oysters.834.jpg,cheese cake,321 cal
donuts/donuts.933.jpg,cheese cake,321 cal
fried rice/fried_rice.894.jpg,cheese cake,321 cal
donuts/donuts.870.jpg,cheese cake,321 cal
waffle/waffle.859.jpg,cheese cake,321 cal
fried rice/fried_rice.718.jpg,cheese cake,321 cal
scallops/scallops.807.jpg,cheese cake,321 cal
ice-cream/ice_cream.963.jpg,cheese cake,321 cal
waffle/waffle.930.jpg,cheese cake,321 cal
chicken wings/chicken_wings.745.jpg,cheese cake,321 cal
fried rice/fried_rice.847.jpg,cheese cake,321 cal
scallops/scallops.751.jpg,cheese cake,321 cal
donuts/donuts.841.jpg,cheese cake,321 cal
gyoza/gyoza.730.jpg,cheese cake,321 cal
waffle/waffle.864.jpg,cheese cake,321 cal
scallops/scallops.869.jpg,cheese cake,321 cal
oyster/oysters.941.jpg,cheese cake,321 cal
oyster/oysters.937.jpg,cheese cake,321 cal
fried rice/fried_rice.811.jpg,cheese cake,321 cal
oyster/oysters.913.jpg,cheese cake,321 cal
donuts/donuts.825.jpg,cheese cake,321 cal
scallops/scallops.858.jpg,cheese cake,321 cal
waffle/waffle.728.jpg,cheese cake,321 cal
french fries/french_fries.855.jpg,cheese cake,321 cal
oyster/oysters.938.jpg,cheese cake,321 cal
gyoza/gyoza.914.jpg,cheese cake,321 cal
chicken wings/chicken_wings.712.jpg,cheese cake,321 cal
french fries/french_fries.884.jpg,cheese cake,321 cal
cheese cake/cheesecake.769.jpg,cheese cake,321 cal
gyoza/gyoza.985.jpg,cheese cake,321 cal
fried rice/fried_rice.923.jpg,cheese cake,321 cal
cheese cake/cheesecake.900.jpg,cheese cake,321 cal
french fries/french_fries.872.jpg,cheese cake,321 cal
cheese cake/cheesecake.704.jpg,cheese cake,321 cal
fried rice/fried_rice.903.jpg,cheese cake,321 cal
french fries/french_fries.897.jpg,cheese cake,321 cal
donuts/donuts.967.jpg,cheese cake,321 cal
waffle/waffle.994.jpg,cheese cake,321 cal
oyster/oysters.863.jpg,cheese cake,321 cal
cheese cake/cheesecake.777.jpg,cheese cake,321 cal
ice-cream/ice_cream.836.jpg,cheese cake,321 cal
chicken wings/chicken_wings.782.jpg,cheese cake,321 cal
oyster/oysters.991.jpg,cheese cake,321 cal
donuts/donuts.724.jpg,cheese cake,321 cal
fried rice/fried_rice.766.jpg,cheese cake,321 cal
donuts/donuts.714.jpg,cheese cake,321 cal
gyoza/gyoza.792.jpg,cheese cake,321 cal
chicken wings/chicken_wings.899.jpg,cheese cake,321 cal
french fries/french_fries.714.jpg,cheese cake,321 cal
fried rice/fried_rice.916.jpg,cheese cake,321 cal
scallops/scallops.873.jpg,cheese cake,321 cal
cheese cake/cheesecake.982.jpg,cheese cake,321 cal
french fries/french_fries.791.jpg,cheese cake,321 cal
ice-cream/ice_cream.929.jpg,cheese cake,321 cal
scallops/scallops.903.jpg,cheese cake,321 cal
cheese cake/cheesecake.883.jpg,cheese cake,321 cal
donuts/donuts.875.jpg,cheese cake,321 cal
oyster/oysters.775.jpg,cheese cake,321 cal
chicken wings/chicken_wings.737.jpg,cheese cake,321 cal
waffle/waffle.833.jpg,cheese cake,321 cal
donuts/donuts.857.jpg,cheese cake,321 cal
ice-cream/ice_cream.910.jpg,cheese cake,321 cal
waffle/waffle.854.jpg,cheese cake,321 cal
ice-cream/ice_cream.997.jpg,cheese cake,321 cal
scallops/scallops.891.jpg,cheese cake,321 cal
cheese cake/cheesecake.993.jpg,cheese cake,321 cal
fried rice/fried_rice.868.jpg,cheese cake,321 cal
chicken wings/chicken_wings.864.jpg,cheese cake,321 cal
fried rice/fried_rice.777.jpg,cheese cake,321 cal
fried rice/fried_rice.853.jpg,cheese cake,321 cal
cheese cake/cheesecake.931.jpg,cheese cake,321 cal
scallops/scallops.892.jpg,cheese cake,321 cal
cheese cake/cheesecake.796.jpg,cheese cake,321 cal
waffle/waffle.894.jpg,cheese cake,321 cal
gyoza/gyoza.752.jpg,cheese cake,321 cal
cheese cake/cheesecake.774.jpg,cheese cake,321 cal
ice-cream/ice_cream.964.jpg,cheese cake,321 cal
ice-cream/ice_cream.892.jpg,cheese cake,321 cal
donuts/donuts.703.jpg,cheese cake,321 cal
cheese cake/cheesecake.800.jpg,cheese cake,321 cal
scallops/scallops.779.jpg,cheese cake,321 cal
donuts/donuts.820.jpg,cheese cake,321 cal
chicken wings/chicken_wings.832.jpg,cheese cake,321 cal
fried rice/fried_rice.834.jpg,cheese cake,321 cal
fried rice/fried_rice.790.jpg,cheese cake,321 cal
fried rice/fried_rice.714.jpg,cheese cake,321 cal
gyoza/gyoza.885.jpg,cheese cake,321 cal
ice-cream/ice_cream.798.jpg,cheese cake,321 cal
chicken wings/chicken_wings.865.jpg,cheese cake,321 cal
fried rice/fried_rice.951.jpg,cheese cake,321 cal
donuts/donuts.736.jpg,cheese cake,321 cal
french fries/french_fries.925.jpg,cheese cake,321 cal
waffle/waffle.866.jpg,cheese cake,321 cal
scallops/scallops.781.jpg,cheese cake,321 cal
ice-cream/ice_cream.814.jpg,cheese cake,321 cal
chicken wings/chicken_wings.874.jpg,cheese cake,321 cal
scallops/scallops.951.jpg,cheese cake,321 cal
french fries/french_fries.709.jpg,cheese cake,321 cal
waffle/waffle.870.jpg,cheese cake,321 cal
cheese cake/cheesecake.743.jpg,cheese cake,321 cal
fried rice/fried_rice.750.jpg,cheese cake,321 cal
chicken wings/chicken_wings.883.jpg,cheese cake,321 cal
waffle/waffle.814.jpg,cheese cake,321 cal
chicken wings/chicken_wings.785.jpg,cheese cake,321 cal
donuts/donuts.896.jpg,cheese cake,321 cal
cheese cake/cheesecake.820.jpg,cheese cake,321 cal
waffle/waffle.928.jpg,cheese cake,321 cal
fried rice/fried_rice.935.jpg,cheese cake,321 cal
donuts/donuts.880.jpg,cheese cake,321 cal
gyoza/gyoza.891.jpg,cheese cake,321 cal
french fries/french_fries.952.jpg,cheese cake,321 cal
gyoza/gyoza.913.jpg,cheese cake,321 cal
fried rice/fried_rice.776.jpg,cheese cake,321 cal
donuts/donuts.842.jpg,cheese cake,321 cal
gyoza/gyoza.767.jpg,cheese cake,321 cal
scallops/scallops.856.jpg,cheese cake,321 cal
scallops/scallops.863.jpg,cheese cake,321 cal
cheese cake/cheesecake.904.jpg,cheese cake,321 cal
chicken wings/chicken_wings.797.jpg,cheese cake,321 cal
gyoza/gyoza.890.jpg,cheese cake,321 cal
oyster/oysters.734.jpg,cheese cake,321 cal
ice-cream/ice_cream.988.jpg,cheese cake,321 cal
french fries/french_fries.828.jpg,cheese cake,321 cal
waffle/waffle.829.jpg,cheese cake,321 cal
cheese cake/cheesecake.930.jpg,cheese cake,321 cal
gyoza/gyoza.960.jpg,cheese cake,321 cal
waffle/waffle.850.jpg,cheese cake,321 cal
chicken wings/chicken_wings.813.jpg,cheese cake,321 cal
chicken wings/chicken_wings.912.jpg,cheese cake,321 cal
donuts/donuts.995.jpg,cheese cake,321 cal
waffle/waffle.880.jpg,cheese cake,321 cal
gyoza/gyoza.893.jpg,cheese cake,321 cal
gyoza/gyoza.956.jpg,cheese cake,321 cal
chicken wings/chicken_wings.973.jpg,cheese cake,321 cal
waffle/waffle.767.jpg,cheese cake,321 cal
fried rice/fried_rice.971.jpg,cheese cake,321 cal
french fries/french_fries.923.jpg,cheese cake,321 cal
scallops/scallops.888.jpg,cheese cake,321 cal
waffle/waffle.892.jpg,cheese cake,321 cal
chicken wings/chicken_wings.841.jpg,cheese cake,321 cal
gyoza/gyoza.824.jpg,cheese cake,321 cal
french fries/french_fries.829.jpg,cheese cake,321 cal
cheese cake/cheesecake.903.jpg,cheese cake,321 cal
french fries/french_fries.765.jpg,cheese cake,321 cal
gyoza/gyoza.889.jpg,cheese cake,321 cal
cheese cake/cheesecake.714.jpg,cheese cake,321 cal
waffle/waffle.836.jpg,cheese cake,321 cal
chicken wings/chicken_wings.747.jpg,cheese cake,321 cal
waffle/waffle.990.jpg,cheese cake,321 cal
gyoza/gyoza.742.jpg,cheese cake,321 cal
scallops/scallops.831.jpg,cheese cake,321 cal
donuts/donuts.764.jpg,cheese cake,321 cal
donuts/donuts.749.jpg,cheese cake,321 cal
donuts/donuts.944.jpg,cheese cake,321 cal
chicken wings/chicken_wings.814.jpg,cheese cake,321 cal
cheese cake/cheesecake.764.jpg,cheese cake,321 cal
french fries/french_fries.949.jpg,cheese cake,321 cal
oyster/oysters.950.jpg,cheese cake,321 cal
oyster/oysters.967.jpg,cheese cake,321 cal
cheese cake/cheesecake.882.jpg,cheese cake,321 cal
cheese cake/cheesecake.718.jpg,cheese cake,321 cal
chicken wings/chicken_wings.941.jpg,cheese cake,321 cal
scallops/scallops.805.jpg,cheese cake,321 cal
scallops/scallops.826.jpg,cheese cake,321 cal
ice-cream/ice_cream.734.jpg,cheese cake,321 cal
ice-cream/ice_cream.825.jpg,cheese cake,321 cal
oyster/oysters.741.jpg,cheese cake,321 cal
gyoza/gyoza.996.jpg,cheese cake,321 cal
gyoza/gyoza.829.jpg,cheese cake,321 cal
oyster/oysters.841.jpg,cheese cake,321 cal
oyster/oysters.944.jpg,cheese cake,321 cal
oyster/oysters.855.jpg,cheese cake,321 cal
chicken wings/chicken_wings.862.jpg,cheese cake,321 cal
gyoza/gyoza.878.jpg,cheese cake,321 cal
ice-cream/ice_cream.774.jpg,cheese cake,321 cal
ice-cream/ice_cream.750.jpg,cheese cake,321 cal
cheese cake/cheesecake.979.jpg,cheese cake,321 cal
oyster/oysters.956.jpg,cheese cake,321 cal
donuts/donuts.738.jpg,cheese cake,321 cal
donuts/donuts.782.jpg,cheese cake,321 cal
chicken wings/chicken_wings.884.jpg,cheese cake,321 cal
ice-cream/ice_cream.850.jpg,cheese cake,321 cal
donuts/donuts.897.jpg,cheese cake,321 cal
fried rice/fried_rice.892.jpg,cheese cake,321 cal
cheese cake/cheesecake.865.jpg,cheese cake,321 cal
ice-cream/ice_cream.733.jpg,cheese cake,321 cal
donuts/donuts.762.jpg,cheese cake,321 cal
oyster/oysters.926.jpg,cheese cake,321 cal
waffle/waffle.986.jpg,cheese cake,321 cal
waffle/waffle.823.jpg,cheese cake,321 cal
scallops/scallops.980.jpg,cheese cake,321 cal
french fries/french_fries.909.jpg,cheese cake,321 cal
chicken wings/chicken_wings.839.jpg,cheese cake,321 cal
chicken wings/chicken_wings.809.jpg,cheese cake,321 cal
waffle/waffle.887.jpg,cheese cake,321 cal
ice-cream/ice_cream.869.jpg,cheese cake,321 cal
cheese cake/cheesecake.858.jpg,cheese cake,321 cal
ice-cream/ice_cream.744.jpg,cheese cake,321 cal
waffle/waffle.958.jpg,cheese cake,321 cal
donuts/donuts.840.jpg,cheese cake,321 cal
cheese cake/cheesecake.896.jpg,cheese cake,321 cal
fried rice/fried_rice.855.jpg,cheese cake,321 cal
ice-cream/ice_cream.732.jpg,cheese cake,321 cal
donuts/donuts.783.jpg,cheese cake,321 cal
fried rice/fried_rice.863.jpg,cheese cake,321 cal
oyster/oysters.886.jpg,cheese cake,321 cal
cheese cake/cheesecake.854.jpg,cheese cake,321 cal
waffle/waffle.966.jpg,cheese cake,321 cal
scallops/scallops.792.jpg,cheese cake,321 cal
fried rice/fried_rice.946.jpg,cheese cake,321 cal
ice-cream/ice_cream.998.jpg,cheese cake,321 cal
fried rice/fried_rice.939.jpg,cheese cake,321 cal
donuts/donuts.888.jpg,cheese cake,321 cal
ice-cream/ice_cream.772.jpg,cheese cake,321 cal
chicken wings/chicken_wings.928.jpg,cheese cake,321 cal
oyster/oysters.860.jpg,cheese cake,321 cal
oyster/oysters.767.jpg,cheese cake,321 cal
donuts/donuts.822.jpg,cheese cake,321 cal
cheese cake/cheesecake.887.jpg,cheese cake,321 cal
waffle/waffle.813.jpg,cheese cake,321 cal
cheese cake/cheesecake.886.jpg,cheese cake,321 cal
chicken wings/chicken_wings.826.jpg,cheese cake,321 cal
chicken wings/chicken_wings.821.jpg,cheese cake,321 cal
waffle/waffle.867.jpg,cheese cake,321 cal
oyster/oysters.753.jpg,cheese cake,321 cal
scallops/scallops.773.jpg,cheese cake,321 cal
ice-cream/ice_cream.968.jpg,cheese cake,321 cal
chicken wings/chicken_wings.740.jpg,cheese cake,321 cal
cheese cake/cheesecake.804.jpg,cheese cake,321 cal
donuts/donuts.702.jpg,cheese cake,321 cal
fried rice/fried_rice.754.jpg,cheese cake,321 cal
fried rice/fried_rice.911.jpg,cheese cake,321 cal
oyster/oysters.780.jpg,cheese cake,321 cal
oyster/oysters.953.jpg,cheese cake,321 cal
scallops/scallops.997.jpg,cheese cake,321 cal
ice-cream/ice_cream.897.jpg,cheese cake,321 cal
scallops/scallops.929.jpg,cheese cake,321 cal
fried rice/fried_rice.995.jpg,cheese cake,321 cal
ice-cream/ice_cream.972.jpg,cheese cake,321 cal
fried rice/fried_rice.865.jpg,cheese cake,321 cal
scallops/scallops.798.jpg,cheese cake,321 cal
waffle/waffle.882.jpg,cheese cake,321 cal
gyoza/gyoza.976.jpg,cheese cake,321 cal
oyster/oysters.778.jpg,cheese cake,321 cal
chicken wings/chicken_wings.719.jpg,cheese cake,321 cal
chicken wings/chicken_wings.803.jpg,cheese cake,321 cal
chicken wings/chicken_wings.909.jpg,cheese cake,321 cal
donuts/donuts.807.jpg,cheese cake,321 cal
scallops/scallops.920.jpg,cheese cake,321 cal
scallops/scallops.704.jpg,cheese cake,321 cal
french fries/french_fries.933.jpg,cheese cake,321 cal
scallops/scallops.866.jpg,cheese cake,321 cal
waffle/waffle.801.jpg,cheese cake,321 cal
chicken wings/chicken_wings.950.jpg,cheese cake,321 cal
french fries/french_fries.814.jpg,cheese cake,321 cal
gyoza/gyoza.773.jpg,cheese cake,321 cal
french fries/french_fries.911.jpg,cheese cake,321 cal
scallops/scallops.990.jpg,cheese cake,321 cal
scallops/scallops.927.jpg,cheese cake,321 cal
donuts/donuts.929.jpg,cheese cake,321 cal
scallops/scallops.758.jpg,cheese cake,321 cal
gyoza/gyoza.783.jpg,cheese cake,321 cal
chicken wings/chicken_wings.982.jpg,cheese cake,321 cal
cheese cake/cheesecake.811.jpg,cheese cake,321 cal
chicken wings/chicken_wings.732.jpg,cheese cake,321 cal
cheese cake/cheesecake.853.jpg,cheese cake,321 cal
oyster/oysters.774.jpg,cheese cake,321 cal
waffle/waffle.939.jpg,cheese cake,321 cal
donuts/donuts.777.jpg,cheese cake,321 cal
cheese cake/cheesecake.780.jpg,cheese cake,321 cal
french fries/french_fries.870.jpg,cheese cake,321 cal
donuts/donuts.884.jpg,cheese cake,321 cal
cheese cake/cheesecake.765.jpg,cheese cake,321 cal
scallops/scallops.894.jpg,cheese cake,321 cal
oyster/oysters.989.jpg,cheese cake,321 cal
scallops/scallops.774.jpg,cheese cake,321 cal
waffle/waffle.933.jpg,cheese cake,321 cal
oyster/oysters.899.jpg,cheese cake,321 cal
oyster/oysters.929.jpg,cheese cake,321 cal
scallops/scallops.907.jpg,cheese cake,321 cal
gyoza/gyoza.910.jpg,cheese cake,321 cal
oyster/oysters.971.jpg,cheese cake,321 cal
donuts/donuts.747.jpg,cheese cake,321 cal
chicken wings/chicken_wings.930.jpg,cheese cake,321 cal
oyster/oysters.976.jpg,cheese cake,321 cal
gyoza/gyoza.777.jpg,cheese cake,321 cal
ice-cream/ice_cream.826.jpg,cheese cake,321 cal
waffle/waffle.968.jpg,cheese cake,321 cal
ice-cream/ice_cream.769.jpg,cheese cake,321 cal
ice-cream/ice_cream.766.jpg,cheese cake,321 cal
fried rice/fried_rice.922.jpg,cheese cake,321 cal
ice-cream/ice_cream.811.jpg,cheese cake,321 cal
french fries/french_fries.745.jpg,cheese cake,321 cal
oyster/oysters.712.jpg,cheese cake,321 cal
french fries/french_fries.976.jpg,cheese cake,321 cal
scallops/scallops.874.jpg,cheese cake,321 cal
chicken wings/chicken_wings.852.jpg,cheese cake,321 cal
donuts/donuts.992.jpg,cheese cake,321 cal
gyoza/gyoza.737.jpg,cheese cake,321 cal
ice-cream/ice_cream.719.jpg,cheese cake,321 cal
ice-cream/ice_cream.927.jpg,cheese cake,321 cal
cheese cake/cheesecake.901.jpg,cheese cake,321 cal
donuts/donuts.824.jpg,cheese cake,321 cal
french fries/french_fries.812.jpg,cheese cake,321 cal
scallops/scallops.939.jpg,cheese cake,321 cal
donuts/donuts.951.jpg,cheese cake,321 cal
cheese cake/cheesecake.831.jpg,cheese cake,321 cal
waffle/waffle.897.jpg,cheese cake,321 cal
ice-cream/ice_cream.935.jpg,cheese cake,321 cal
chicken wings/chicken_wings.943.jpg,cheese cake,321 cal
chicken wings/chicken_wings.786.jpg,cheese cake,321 cal
scallops/scallops.708.jpg,cheese cake,321 cal
waffle/waffle.734.jpg,cheese cake,321 cal
donuts/donuts.752.jpg,cheese cake,321 cal
fried rice/fried_rice.817.jpg,cheese cake,321 cal
waffle/waffle.962.jpg,cheese cake,321 cal
waffle/waffle.965.jpg,cheese cake,321 cal
chicken wings/chicken_wings.981.jpg,cheese cake,321 cal
chicken wings/chicken_wings.798.jpg,cheese cake,321 cal
scallops/scallops.812.jpg,cheese cake,321 cal
ice-cream/ice_cream.901.jpg,cheese cake,321 cal
oyster/oysters.921.jpg,cheese cake,321 cal
gyoza/gyoza.823.jpg,cheese cake,321 cal
chicken wings/chicken_wings.739.jpg,cheese cake,321 cal
donuts/donuts.861.jpg,cheese cake,321 cal
fried rice/fried_rice.825.jpg,cheese cake,321 cal
waffle/waffle.848.jpg,cheese cake,321 cal
cheese cake/cheesecake.748.jpg,cheese cake,321 cal
donuts/donuts.793.jpg,cheese cake,321 cal
scallops/scallops.742.jpg,cheese cake,321 cal
chicken wings/chicken_wings.871.jpg,cheese cake,321 cal
chicken wings/chicken_wings.818.jpg,cheese cake,321 cal
cheese cake/cheesecake.961.jpg,cheese cake,321 cal
waffle/waffle.932.jpg,cheese cake,321 cal
gyoza/gyoza.946.jpg,cheese cake,321 cal
ice-cream/ice_cream.809.jpg,cheese cake,321 cal
chicken wings/chicken_wings.966.jpg,cheese cake,321 cal
waffle/waffle.782.jpg,cheese cake,321 cal
french fries/french_fries.903.jpg,cheese cake,321 cal
french fries/french_fries.993.jpg,cheese cake,321 cal
french fries/french_fries.973.jpg,cheese cake,321 cal
oyster/oysters.747.jpg,cheese cake,321 cal
waffle/waffle.754.jpg,cheese cake,321 cal
chicken wings/chicken_wings.937.jpg,cheese cake,321 cal
gyoza/gyoza.924.jpg,cheese cake,321 cal
ice-cream/ice_cream.736.jpg,cheese cake,321 cal
donuts/donuts.711.jpg,cheese cake,321 cal
waffle/waffle.795.jpg,cheese cake,321 cal
gyoza/gyoza.881.jpg,cheese cake,321 cal
cheese cake/cheesecake.874.jpg,cheese cake,321 cal
french fries/french_fries.858.jpg,cheese cake,321 cal
donuts/donuts.854.jpg,cheese cake,321 cal
scallops/scallops.956.jpg,cheese cake,321 cal
scallops/scallops.942.jpg,cheese cake,321 cal
french fries/french_fries.848.jpg,cheese cake,321 cal
waffle/waffle.949.jpg,cheese cake,321 cal
cheese cake/cheesecake.973.jpg,cheese cake,321 cal
french fries/french_fries.845.jpg,cheese cake,321 cal
scallops/scallops.787.jpg,cheese cake,321 cal
cheese cake/cheesecake.867.jpg,cheese cake,321 cal
waffle/waffle.957.jpg,cheese cake,321 cal
chicken wings/chicken_wings.860.jpg,cheese cake,321 cal
scallops/scallops.970.jpg,cheese cake,321 cal
gyoza/gyoza.723.jpg,cheese cake,321 cal
oyster/oysters.972.jpg,cheese cake,321 cal
waffle/waffle.842.jpg,cheese cake,321 cal
donuts/donuts.918.jpg,cheese cake,321 cal
scallops/scallops.946.jpg,cheese cake,321 cal
oyster/oysters.723.jpg,cheese cake,321 cal
gyoza/gyoza.710.jpg,cheese cake,321 cal
gyoza/gyoza.939.jpg,cheese cake,321 cal
ice-cream/ice_cream.807.jpg,cheese cake,321 cal
donuts/donuts.795.jpg,cheese cake,321 cal
gyoza/gyoza.848.jpg,cheese cake,321 cal
gyoza/gyoza.728.jpg,cheese cake,321 cal
ice-cream/ice_cream.866.jpg,cheese cake,321 cal
cheese cake/cheesecake.768.jpg,cheese cake,321 cal
ice-cream/ice_cream.837.jpg,cheese cake,321 cal
cheese cake/cheesecake.825.jpg,cheese cake,321 cal
waffle/waffle.889.jpg,cheese cake,321 cal
scallops/scallops.776.jpg,cheese cake,321 cal
gyoza/gyoza.772.jpg,cheese cake,321 cal
cheese cake/cheesecake.809.jpg,cheese cake,321 cal
ice-cream/ice_cream.868.jpg,cheese cake,321 cal
scallops/scallops.895.jpg,cheese cake,321 cal
oyster/oysters.879.jpg,cheese cake,321 cal
fried rice/fried_rice.852.jpg,cheese cake,321 cal
french fries/french_fries.920.jpg,cheese cake,321 cal
cheese cake/cheesecake.966.jpg,cheese cake,321 cal
donuts/donuts.717.jpg,cheese cake,321 cal
donuts/donuts.730.jpg,cheese cake,321 cal
oyster/oysters.810.jpg,cheese cake,321 cal
french fries/french_fries.735.jpg,cheese cake,321 cal
oyster/oysters.864.jpg,cheese cake,321 cal
fried rice/fried_rice.845.jpg,cheese cake,321 cal
donuts/donuts.786.jpg,cheese cake,321 cal
chicken wings/chicken_wings.889.jpg,cheese cake,321 cal
french fries/french_fries.926.jpg,cheese cake,321 cal
gyoza/gyoza.958.jpg,cheese cake,321 cal
scallops/scallops.966.jpg,cheese cake,321 cal
oyster/oysters.977.jpg,cheese cake,321 cal
scallops/scallops.793.jpg,cheese cake,321 cal
fried rice/fried_rice.830.jpg,cheese cake,321 cal
chicken wings/chicken_wings.869.jpg,cheese cake,321 cal
waffle/waffle.793.jpg,cheese cake,321 cal
fried rice/fried_rice.747.jpg,cheese cake,321 cal
oyster/oysters.923.jpg,cheese cake,321 cal
oyster/oysters.928.jpg,cheese cake,321 cal
cheese cake/cheesecake.816.jpg,cheese cake,321 cal
chicken wings/chicken_wings.701.jpg,cheese cake,321 cal
fried rice/fried_rice.956.jpg,cheese cake,321 cal
chicken wings/chicken_wings.967.jpg,cheese cake,321 cal
oyster/oysters.833.jpg,cheese cake,321 cal
donuts/donuts.994.jpg,cheese cake,321 cal
cheese cake/cheesecake.991.jpg,cheese cake,321 cal
scallops/scallops.897.jpg,cheese cake,321 cal
chicken wings/chicken_wings.879.jpg,cheese cake,321 cal
gyoza/gyoza.735.jpg,cheese cake,321 cal
oyster/oysters.759.jpg,cheese cake,321 cal
gyoza/gyoza.778.jpg,cheese cake,321 cal
fried rice/fried_rice.726.jpg,cheese cake,321 cal
fried rice/fried_rice.921.jpg,cheese cake,321 cal
